ms,value
0,218
1,218
2,218
3,218
4,218
5,218
6,218
7,218
8,218
9,218
14,218
24,218
32,218
40,218
48,218
56,218
64,218
73,218
81,218
90,218
98,218
106,218
116,218
125,218
134,218
143,218
154,218
163,218
172,218
181,218
190,218
200,218
209,218
219,218
228,218
238,218
247,218
256,218
265,218
274,218
285,218
294,218
303,218
312,218
321,218
331,218
340,218
349,218
359,218
369,218
378,218
387,218
396,218
405,218
415,218
425,218
434,218
443,218
453,218
462,218
471,218
480,218
490,218
500,218
509,218
518,218
527,218
537,218
546,218
556,218
565,218
574,218
584,218
593,218
602,218
611,218
622,218
631,218
640,218
649,218
658,218
668,218
677,218
687,218
696,218
705,218
715,218
724,218
733,218
742,218
753,218
762,218
771,218
780,218
789,218
799,218
808,218
818,218
827,218
837,218
846,218
855,218
864,218
873,218
884,218
893,218
902,218
911,218
921,218
930,218
939,218
948,218
958,218
968,218
977,218
986,218
995,218
1004,218
1015,218
1026,218
1036,218
1046,218
1057,218
1067,218
1077,218
1088,218
1099,218
1109,218
1119,218
1129,218
1140,218
1151,218
1161,218
1171,218
1182,218
1192,218
1202,218
1212,218
1224,218
1234,218
1244,218
1254,218
1265,218
1275,218
1286,218
1296,218
1307,218
1317,218
1327,218
1337,218
1348,218
1359,218
1369,218
1379,218
1390,218
1400,218
1410,218
1421,218
1432,218
1442,218
1452,218
1462,218
1472,218
1484,218
1494,218
1504,218
1514,218
1525,218
1535,218
1545,218
1556,218
1567,218
1577,218
1587,218
1597,218
1608,218
1619,218
1629,218
1639,218
1650,218
1660,218
1670,218
1680,218
1692,218
1702,218
1712,218
1722,218
1733,218
1743,218
1754,218
1764,218
1775,218
1785,218
1795,218
1805,218
1817,218
1827,218
1837,218
1847,218
1857,218
1868,218
1878,218
1889,218
1899,218
1910,218
1920,218
1930,218
1940,218
1952,218
1962,218
1972,218
1982,218
1993,218
2003,218
2013,218
2024,218
2035,218
2045,218
2055,218
2065,218
2076,218
2087,218
2097,218
2107,218
2118,218
2128,218
2138,218
2149,218
2160,218
2170,218
2180,218
2190,218
2201,218
2211,218
2222,218
2232,218
2243,218
2253,218
2263,218
2273,218
2284,218
2295,218
2305,218
2315,218
2325,218
2336,218
2346,218
2357,218
2367,218
2378,218
2388,218
2398,218
2408,218
2420,218
2430,218
2440,218
2450,218
2461,218
2471,218
2482,218
2492,218
2503,218
2513,218
2523,218
2533,218
2544,218
2555,218
2565,218
2575,218
2586,218
2596,218
2606,218
2617,218
2628,218
2638,218
2648,218
2658,218
2668,218
2679,218
2690,218
2700,218
2710,218
2721,218
2731,218
2741,218
2752,218
2763,218
2773,218
2783,218
2793,218
2804,218
2815,218
2825,218
2835,218
2846,218
2856,218
2866,218
2876,218
2888,218
2898,218
2908,218
2918,218
2929,218
2939,218
2950,218
2960,218
2971,218
2981,218
2991,218
3001,218
3012,218
3023,218
3033,218
3043,218
3054,218
3064,218
3074,218
3085,218
3096,218
3106,218
3116,218
3126,218
3136,218
3148,218
3158,218
3168,218
3178,218
3189,218
3199,218
3209,218
3220,218
3231,218
3241,218
3251,218
3261,218
3272,218
3283,218
3293,218
3303,218
3314,218
3324,218
3334,218
3344,218
3356,218
3366,218
3376,218
3386,218
3397,218
3407,218
3418,218
3428,218
3439,218
3449,218
3459,218
3469,218
3481,218
3491,218
3501,218
3511,218
3521,218
3532,218
3542,218
3553,218
3563,218
3574,218
3584,218
3594,218
3604,218
