ms,value
29162,497
29175,497
29186,497
29197,497
29209,497
29220,497
29231,497
29243,497
29255,497
29266,497
29277,497
29288,497
29300,497
29312,497
29323,497
29334,497
29346,497
29357,497
29368,497
29381,497
29392,497
29403,497
29414,497
29426,497
29438,497
29449,497
29460,497
29472,497
29483,497
29494,497
29507,497
29518,497
29529,497
29540,497
29552,497
29563,497
29575,497
29586,497
29598,497
29609,497
29620,497
29631,497
29644,497
29655,497
29666,497
29678,497
29689,497
29700,497
29712,497
29724,497
29735,497
29746,497
29757,497
29769,497
29781,497
29792,497
29803,497
29815,497
29826,497
29838,497
29850,497
29861,497
29872,497
29883,497
29895,497
29907,497
29918,497
29929,497
29941,497
29952,497
29963,497
29976,497
29987,497
29998,497
