ms,value
12953,358
12964,203
12975,231
12986,382
12999,245
13010,455
13021,235
13032,346
13044,209
13055,234
13067,388
13078,246
13090,454
13101,230
13112,338
13124,215
13136,232
13147,401
13158,244
13170,453
13181,229
13192,326
13204,218
13216,235
13227,410
13238,245
13249,452
13261,229
13273,314
13284,221
13296,237
13307,417
13318,241
13330,455
13342,222
13353,306
13364,223
13375,237
13387,426
13399,241
13410,454
13422,221
13433,292
13444,225
13455,233
13468,426
13479,237
13490,438
13501,217
13513,275
13524,230
13536,234
13547,426
13559,235
13570,436
13581,211
13593,268
13605,240
13616,233
13627,428
13639,233
13650,433
13661,207
13673,264
13685,251
13696,233
13707,430
13718,232
13731,421
13742,208
13753,261
13765,261
13776,235
13787,429
13799,231
13811,410
13822,204
13833,258
13844,273
13856,236
13868,430
13879,230
13891,404
13902,201
13913,255
13924,285
13937,238
13948,432
13959,229
13970,397
13982,200
13993,252
14005,300
14016,238
14028,431
14039,230
14050,386
14063,197
14074,249
14085,310
14096,241
14108,432
14119,228
14131,379
14142,194
14154,244
14165,321
14176,237
14187,433
14200,229
14211,372
14222,194
14234,238
14245,337
14256,236
14268,432
14280,228
14291,360
14302,191
14313,233
14325,346
14337,235
14348,431
14360,227
14371,351
14382,192
14393,226
14406,354
14417,233
14428,433
14439,224
14451,342
14463,196
14474,218
14485,367
14497,234
14508,432
14519,223
14532,332
14543,200
14554,218
14565,377
14577,234
14588,432
14600,223
14611,324
14623,203
14634,222
14645,384
14656,232
14669,435
14680,217
14691,315
14703,208
14714,222
14725,397
14737,233
14749,433
14760,218
14771,302
14782,214
14795,225
14806,404
14817,233
14828,432
14840,216
14851,291
14863,216
14875,226
14886,408
14897,231
14908,432
14920,212
14932,282
14943,220
14954,225
14966,415
14977,230
14988,433
15001,210
15012,272
15023,224
15034,226
15046,421
15057,231
15069,431
15080,208
15092,266
15103,231
15114,230
15125,421
15138,229
15149,427
15160,203
15172,261
15183,243
15195,229
15206,426
15218,228
15229,423
15240,201
15251,257
15264,256
15275,230
15286,428
15297,228
15309,411
15320,196
15332,255
15344,264
15355,233
15366,432
15377,226
15389,406
15401,195
15412,252
15423,278
15435,231
15446,435
15457,226
15470,401
15481,194
15492,249
15503,292
15515,233
15527,432
15538,225
15549,390
15561,191
15572,247
15583,305
15595,238
15607,433
15618,224
15629,384
15641,189
15652,243
15664,318
15675,234
15687,434
15698,226
15709,374
15720,189
15733,238
15744,332
15755,235
15766,434
15778,225
15789,366
15801,187
15813,232
15824,341
15835,233
15846,435
15858,225
15870,356
15881,187
15892,225
15904,356
15915,233
15927,434
15939,224
15950,344
15961,190
15972,219
15984,365
15996,234
16007,433
16018,222
16030,337
16041,195
16052,217
16064,373
16076,233
16087,435
16098,219
16110,327
16121,201
16133,220
16144,385
16156,233
16167,433
16178,219
16189,318
16202,205
16213,221
16224,391
16235,232
16247,433
16259,217
16270,307
16282,210
16293,224
16304,400
16315,231
16328,433
16339,214
16350,296
16361,214
16373,223
16384,410
16396,232
16408,430
16419,215
16430,287
16441,218
16453,228
16465,411
16476,230
16487,432
16499,212
16510,277
16521,222
16533,228
16545,419
16556,229
16567,432
16579,210
16590,268
16602,227
16613,228
16625,424
16636,231
16647,428
16659,206
16671,264
16682,238
16693,231
16704,423
16716,230
16728,424
16739,201
16751,260
16762,248
16773,231
16784,426
16797,229
16808,417
16819,202
16830,257
16842,262
16853,231
16865,427
16876,229
16888,405
16899,199
16910,255
16922,271
16934,235
16945,429
16956,227
16968,401
16979,197
16991,252
17002,284
17014,234
17025,431
17036,227
17048,394
17060,197
17071,249
17082,299
17094,235
17105,431
17116,228
17128,385
17140,193
17151,246
17162,309
17173,240
17185,432
17197,225
17208,380
17220,192
17231,243
17242,321
17253,233
17266,431
17277,225
17288,372
17299,192
17311,238
17322,336
17334,235
17345,430
17357,226
17368,362
17379,190
17392,232
17403,344
17414,234
17425,433
17437,224
17448,355
17460,190
17471,224
17483,357
17494,233
17505,434
17516,224
17529,343
17540,195
17551,219
17563,367
17574,235
17585,433
17597,223
17609,337
17620,200
17631,221
17642,377
17654,235
17666,437
17677,222
17689,329
17700,206
17711,222
17723,389
17735,236
17746,437
17757,223
17768,320
17780,211
17792,225
17803,398
17814,236
17826,437
17837,221
17848,311
17861,215
17872,228
17883,406
17894,235
17906,438
17917,219
17929,300
17940,222
17952,229
17963,415
17974,237
17985,436
17998,219
18009,291
18020,225
18032,232
18043,417
18054,236
18066,437
18078,216
18089,282
18100,229
18111,232
18124,426
18135,235
18146,437
18158,214
18169,273
18180,234
18192,233
18204,429
18215,234
18226,449
18237,202
18249,274
18261,239
18272,237
18283,445
18295,233
18306,452
18317,203
18330,274
18341,250
18352,237
18363,463
18375,231
18386,459
18398,189
18409,277
18421,252
18432,243
18443,478
18456,231
18467,485
18478,183
18489,290
18501,252
18512,254
18524,486
18535,238
18547,502
18558,178
18569,309
18580,270
18593,270
18604,506
18615,249
18627,506
18638,186
18649,314
18661,300
18673,281
18684,516
18695,256
18706,501
18718,189
18730,313
18741,319
18752,286
18764,523
18775,259
18786,496
18799,191
18810,311
18821,340
18832,283
18844,529
18856,262
18867,486
18878,191
18890,305
18901,359
18912,286
18924,533
18936,263
18947,477
18958,189
18970,298
18981,376
18993,289
19004,540
19016,263
19027,467
19038,192
19049,289
19062,393
19073,289
19084,540
19096,262
19107,453
19118,197
19130,284
19142,407
19153,289
19164,540
19175,262
19188,443
19199,203
19210,287
19221,419
19233,289
19244,543
19256,257
19268,431
19279,210
19290,286
19301,434
19313,287
19325,543
19336,256
19347,417
19359,216
19370,288
19381,447
19393,289
19405,541
19416,255
19427,402
19439,220
19450,290
19462,460
19473,285
19485,543
19496,251
19507,389
19518,226
19531,288
19542,467
19553,285
19564,540
19576,251
19588,376
19599,230
19611,292
19622,473
19633,285
19644,542
19657,246
19668,366
19679,235
19690,291
19702,481
19713,282
19725,542
19737,239
19748,356
19759,246
19770,290
19782,487
19794,282
19805,535
19816,238
19828,351
19839,257
19850,292
19862,491
19874,279
19885,529
19896,231
19908,344
19920,270
19931,291
19942,497
19954,279
19965,520
19976,228
19988,340
20000,283
20011,292
20022,501
20033,277
20045,509
20057,223
20068,335
20080,294
20091,293
20102,505
20113,273
20126,506
20137,218
20148,328
20159,311
20171,292
20182,507
20194,272
20206,494
20217,214
20228,323
20239,324
20251,296
20263,510
20274,270
20285,487
20297,209
20308,317
20320,337
20331,289
20343,514
20354,269
20365,478
20377,206
20389,309
20400,354
20411,290
20423,513
20434,267
20445,466
20457,200
20469,300
20480,363
20491,288
20502,517
20514,264
20526,452
20537,199
20549,290
20560,379
20571,286
20582,520
20595,262
20606,443
20617,200
20628,282
20640,391
20652,285
20663,520
20675,259
20686,433
20697,203
20708,282
20721,405
20732,283
20743,524
20754,254
20766,421
20777,208
20789,281
20800,418
20812,282
20823,524
20834,252
20846,410
20858,210
20869,282
20880,427
20892,280
20903,527
20914,248
20926,395
20938,214
20949,281
20960,443
20971,279
20983,527
20995,246
21006,383
21018,216
21029,282
21040,450
21052,278
21064,527
21075,242
21086,372
21097,220
21109,282
21121,459
21132,275
21144,530
21155,237
21166,359
21177,224
21190,282
21201,468
21212,275
21223,528
21235,235
21246,350
21258,232
21269,283
21281,473
21292,273
21303,528
21315,226
21327,343
21338,242
21349,281
21361,480
21372,271
21384,525
21395,224
21407,337
21418,254
21429,282
21440,484
21453,271
21464,512
21475,219
21487,332
21498,266
21509,283
21521,490
21533,267
21544,507
21555,215
21566,327
21578,280
21590,282
21601,494
21612,266
21624,499
21635,213
21646,322
21659,293
21670,283
21681,495
21692,264
21704,489
21715,206
21727,318
21738,309
21750,286
21761,501
21772,262
21785,483
21796,203
21807,310
21818,324
21830,283
21841,503
21853,262
21864,471
21876,199
21887,305
21898,336
21909,282
21922,504
21933,259
21944,465
21956,193
21967,297
21978,349
21990,279
22002,510
22013,259
22024,453
22035,192
22047,286
22059,364
22070,277
22081,510
22093,256
22104,440
22116,191
22128,278
22139,376
22150,278
22161,512
22173,253
22185,431
22196,193
22207,273
22219,388
22230,274
22241,514
22254,248
22265,419
22276,197
22287,272
22299,404
22310,274
22322,514
22333,247
22345,409
22356,200
22367,273
22378,413
22391,271
22402,518
22413,242
22425,398
22436,204
22447,273
22459,428
22471,270
22482,519
22493,239
22504,382
22517,208
22528,272
22539,439
22550,271
22562,520
22573,237
22585,371
22597,210
22608,274
22619,447
22630,269
22642,522
22654,231
22665,358
22676,214
22688,274
22699,456
22710,266
22723,522
22734,229
22745,346
22756,217
22768,274
22779,463
22791,266
22802,521
22814,223
22825,339
22836,227
22848,275
22860,469
22871,264
22882,520
22894,217
22905,332
22917,239
22928,273
22940,474
22951,261
22962,512
22973,216
22986,328
22997,253
23008,275
23019,479
23031,261
23042,501
23054,210
23066,323
23077,263
23088,277
23099,484
23111,259
23123,493
23134,206
23145,317
23157,279
23168,275
23179,487
23192,257
23203,488
23214,204
23225,313
23237,293
23249,277
23260,489
23271,255
23283,480
23294,197
23305,309
23317,307
23329,280
23340,496
23351,254
23363,473
23374,194
23386,301
23397,323
23409,274
23420,497
23431,254
23442,461
23455,189
23466,296
23477,335
23488,273
23500,499
23511,251
23523,452
23535,185
23546,286
23557,349
23568,271
23581,503
23592,249
23603,441
23614,184
23626,275
23637,365
23649,270
23660,505
23672,247
23683,428
23694,185
23706,266
23718,376
23729,270
23740,505
23752,245
23763,419
23774,188
23786,266
23798,387
23809,269
23820,510
23832,240
23843,407
23855,192
23866,265
23878,404
23889,267
23900,510
23911,237
23924,394
23935,196
23946,266
23957,416
23969,266
23981,512
23992,235
24004,383
24015,199
24026,268
24037,425
24050,264
24061,514
24072,230
24083,369
24095,204
24106,266
24118,440
24129,263
24141,515
24152,229
24163,356
24175,207
24187,268
24198,446
24209,263
24221,516
24232,224
24243,345
24255,210
24267,268
24278,454
24289,261
24300,516
24313,218
24324,335
24335,220
24347,267
24358,461
24369,259
24381,517
24393,214
24404,329
24415,231
24426,269
24438,466
24450,258
24461,506
24473,210
24484,324
24495,243
24506,270
24519,472
24530,256
24541,501
24552,206
24564,318
24575,259
24587,271
24598,477
24610,255
24621,491
24632,203
24644,314
24656,270
24667,270
24678,480
24690,253
24701,482
24713,197
24724,309
24736,285
24747,273
24758,487
24769,252
24782,478
24793,193
24804,303
24816,302
24827,273
24838,489
24850,251
24862,466
24873,190
24884,298
24895,315
24907,270
24919,493
24930,248
24942,458
24953,185
24964,291
24975,330
24988,267
24999,496
25010,248
25021,449
25033,183
25045,280
25056,346
25067,268
25079,497
25090,248
25101,436
25114,180
25125,272
25136,358
25147,268
25159,500
25170,243
25182,425
25193,181
25205,263
25216,371
25227,265
25238,503
25251,239
25262,415
25273,185
25285,261
25296,386
25307,265
25319,504
25331,238
25342,402
25353,188
25364,263
25376,396
25388,263
25399,507
25411,233
25422,393
25433,192
25445,262
25457,411
25468,261
25479,509
25490,230
25502,378
25514,197
25525,262
25536,426
25548,260
25559,509
25570,229
25583,366
25594,199
25605,264
25616,431
25628,258
25639,512
25651,224
25662,353
25674,203
25685,263
25696,443
25707,256
25720,511
25731,220
25742,340
25754,207
25765,263
25777,450
25788,256
25800,511
25811,215
25822,332
25833,214
25846,264
25857,456
25868,253
25880,513
25891,209
25902,324
25914,227
25926,263
25937,463
25948,252
25959,506
25971,206
25983,319
25994,239
26005,265
26017,468
26028,251
26039,495
26052,201
26063,315
26074,252
26085,265
26097,474
26108,248
26120,489
26131,196
26143,309
26154,266
26165,264
26177,478
26189,248
26200,480
26211,194
26223,305
26234,280
26246,267
26257,480
26269,246
26280,473
26291,187
26302,300
26315,295
26326,269
26337,485
26348,243
26360,466
26371,184
26383,294
26395,310
26406,266
26417,487
26428,243
26440,455
26452,180
26463,286
26474,323
26486,265
26497,490
26509,240
26521,446
26532,175
26543,277
26554,337
26566,263
26578,495
26589,240
26600,435
26612,173
26623,267
26634,352
26646,262
26658,496
26669,238
26680,422
26692,174
26703,260
26715,363
26726,261
26738,499
26749,234
26760,415
26771,177
26784,258
26795,379
26806,259
26817,501
26829,231
26840,402
26852,181
26864,259
26875,391
26886,260
26897,502
26910,229
26921,391
26932,184
26943,260
26955,402
26966,258
26978,505
26990,225
27001,379
27012,189
27023,259
27035,418
27047,258
27058,506
27069,223
27081,365
27092,192
27103,261
27115,428
27127,257
27138,508
27149,220
27161,354
27172,196
27184,261
27195,436
27207,254
27218,512
27229,215
27241,342
27253,201
27264,261
27275,447
27286,253
27298,511
27310,214
27321,333
27333,206
27344,264
27355,452
27366,253
27379,511
27390,207
27401,326
27412,218
27424,263
27435,460
27447,251
27459,509
27470,203
27481,319
27492,230
27504,263
27516,466
27527,250
27538,497
27550,199
27561,316
27572,243
27584,266
27596,470
27607,248
27618,491
27630,194
27642,310
27653,257
27664,265
27676,476
27687,247
27698,485
27710,193
27722,306
27733,270
27744,266
27755,478
27767,246
27779,476
27790,188
27802,302
27813,285
27824,270
27835,483
27848,245
27859,470
27870,184
27881,296
27893,301
27904,268
27916,486
27928,243
27939,461
27950,181
27961,290
27974,314
27985,265
27996,487
28007,241
28019,451
28030,175
28042,284
28053,327
28065,261
28076,493
28087,240
28099,443
28111,173
28122,273
28133,342
28145,262
28156,493
28167,240
28179,430
28191,172
28202,265
28213,354
28224,262
28236,497
28248,236
28259,421
28271,174
28282,259
28293,368
28304,259
28317,498
28328,233
28339,409
28350,179
28362,258
28374,382
28385,259
28396,499
28408,231
28419,399
28430,181
28443,259
28454,391
28465,258
28476,504
28488,226
28499,389
28511,186
28522,257
28534,407
28545,257
28556,504
28568,225
28580,377
28591,189
28602,260
28614,417
28625,256
28636,508
28648,223
28660,365
28671,192
28682,260
28693,429
28706,255
28717,508
28728,219
28740,353
28751,196
28762,260
28774,439
28786,254
28797,509
28808,217
28819,341
28831,199
28843,263
28854,445
28865,253
28877,511
28888,210
28899,332
28912,205
28923,262
28934,453
28945,252
28957,511
28968,206
28980,325
28991,217
29003,262
29014,458
29025,251
29036,505
29049,203
29060,320
29071,227
29083,263
29094,463
29106,250
29117,498
29129,197
29140,316
29151,241
29162,264
29175,469
29186,248
29197,492
29209,194
29220,309
29231,254
29243,263
29255,472
29266,247
29277,482
29288,192
29300,306
29312,266
29323,265
29334,476
29346,244
29357,477
29368,186
29381,301
29392,280
29403,266
29414,481
29426,243
29438,471
29449,183
29460,296
29472,296
29483,267
29494,483
29507,242
29518,461
29529,180
29540,291
29552,307
29563,265
29575,486
29586,240
29598,454
29609,174
29620,284
29631,322
29644,261
29655,490
29666,239
29678,445
29689,172
29700,275
29712,334
29724,261
29735,490
29746,239
29757,433
29769,169
29781,267
29792,346
29803,259
29815,494
29826,235
29838,423
29850,169
29861,258
29872,359
29883,258
29895,497
29907,232
29918,413
29929,173
29941,255
29952,372
29963,258
29976,497
29987,231
29998,402
